sentiment,lang,hashtags,clean_text
1,en,,rt artemis any politician promoting lockdowns mask mandates amp vaccines as a solution to covid are in full support of un agenda
1,en,,rt govcanhealth canada s national advisory committee on immunization has updated its recommendations on first and second doses of co
-1,en,covid19,the covid thirdwave is having a devastating impact in africa it is imperative for rich countries to support a 
-1,en,,liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,rt joannachiu can i be fired if i don t get vaccinated can i ask my employee to get vaccinated these were some questions people
-1,en,,oligarchynow yochayz muhammadsmiry it will be expired by the time it could be administered for godsake no on 
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave of coronavirus the head of whoafro has warnedcases have risen
1,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
0,en,,rt itranslate waiting for the israeli asshole of a journalist barakravid to tell the world that israel has sold expired vaccines to p
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,just one for those who think israel is unreasonable
1,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
1,en,,rt iskandrah physicians for human rights israel claims that the vaccines are near expiration and is not a fulfillment of israel s obligat
-1,en,,rt bbgafrica next africa as the world s richest countries ease coronavirus restrictions and prepare for a return to pre pandemic life a
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
-1,en,covid19,register for webinar that will review the state of covid in brazil india amp south africa amp explore what les 
1,en,ournhspeople,rt vikilovesfacs a lot of ournhspeople have been asking me what is the evidence that covid vaccines do not harm fertility to
1,en,covid19,rt israelmfa israel will deliver more than a million doses of covid vaccines to the palestinian authority to help it fight the corona
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,covid19,rt acrheum acr has curated a list of resources for your patients addressing important issues surrounding covid vaccines for individua
1,en,,rt africastorylive africa is in the midst of a full blown third wave of coronaviruscases have risen across the continent by more than
1,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
-1,en,covid19,rt healthza june latest number of covid statistics in south africa coronavirussa 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,crimes against humanity
1,en,,rt artemis any politician promoting lockdowns mask mandates amp vaccines as a solution to covid are in full support of un agenda
1,en,covid19,rt quizzicalgirl please do your research first if you read or see something about vaccines or covid that sounds unusual spreading di
-1,en,,imagine the coloniser trying to send the colonised expired or almost expired covid vaccines imagine
1,en,covid19,rt cdcgov you can get a covid vaccine and other vaccines including flu and shingles at the same visit you no longer need to wait
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,,rt govcanhealth canada s national advisory committee on immunization has updated its recommendations on first and second doses of co
1,en,,rt artemis any politician promoting lockdowns mask mandates amp vaccines as a solution to covid are in full support of un agenda
1,en,,rt p hr key takeaway from afamresearch amp commonwealthfnd s survey an individual s personal doctor primary care physician is the most e
-1,en,deltavariant,rt drericding but is it just a sinovac issue though unclear in a calgary hospital or the deltavariant infected healthcare wo
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,coronavirus,do covid jabs contain magnetofection technology 
1,en,covid19,rt cdcgov you can get a covid vaccine and other vaccines including flu and shingles at the same visit you no longer need to wait
-1,en,,south africa covid stats as at june a total of tests were conducted in the last hrs with 
-1,en,teamtoronto,rt cityoftoronto teamtoronto covid vaccination update for june vaccine doses have been administered in the city for in
1,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
0,en,,rt itranslate israelmfa israel is a brutal nazi like entity it sent expired vaccines to palestinians to further worsen the covid
1,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
1,en,g7,rt kentpage g leaders have pledged to donate billion covid vaccine doses but many more are needed now over billion p
1,en,,rt neilclark so last summer without any vaccines we could travel freely abroad amp there was no subsequent spike in cases but this
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
0,en,,rt itranslate israelmfa israel is a brutal nazi like entity it sent expired vaccines to palestinians to further worsen the covid
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,rt perugininic imagine the coloniser trying to send the colonised expired or almost expired covid vaccines imagine 
-1,en,,pin code bmcc deenanath hospital pvtvaccines covishield min age limit dose capacity 
-1,en,,pin code bsm deenanath hosp pvt pmcvaccines covishield min age limit dose capacity 
-1,en,,pin code district hospital aundhvaccines covaxin min age limit dose capacity dose capa 
1,en,,rt migovernment govwhitmer announces state will open to full capacity on june more than nine million vaccines administered as new c
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,,rt govcanhealth canada s national advisory committee on immunization has updated its recommendations on first and second doses of co
1,en,covid19,rt nathanstall people are free to believe that covid is a hoax and to argue that vaccines are a plot but there is no constitu
